Sequences re-analyzed from Wang et al. 2010 doi: 10.1007/s12275-010-0151-5,,,,,,,
ES0502,GU983576.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
ES0502,GU983562.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
ES0502,GU983599.1,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ES0502,GU983602.1,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,EC3_fa,EC3_ge
ES0502,GU983592.1,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23_fa,JTB23_ge
ES0502,GU983558.1,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,MBMPE27_fa,MBMPE27_ge
ES0502,GU983559.1,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,MBMPE27_fa,MBMPE27_ge
ES0502,GU983572.1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,uncultured
ES0502,GU983561.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ES0502,GU983566.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ES0502,GU983582.1,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ES0502,GU983567.1,Bacteria,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B
ES0502,GU983589.1,Bacteria,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B,SAR324_clade(Marine_group_B
ES0502,GU983607.1,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,koll11_ge
ES0502,GU983608.1,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
ES0502,GU983604.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutales_unclassified,Opitutales_unclassified
ES0502,GU983609.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
,,,,,,,
Sequences reanalyzed from Wu et al. 2013 doi: 10.1016/j.dsr.2013.05.004,,,,,,,
Sample,Clone ID,Domain,Phylum,Class,Order,Family,Genus
WS0904 nodule,JX226200.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226204.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226205.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226210.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226216.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226220.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226226.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226229.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226230.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226233.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226237.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226238.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226242.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226243.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226246.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226255.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226262.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226265.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226270.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226272.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226281.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226284.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226287.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226297.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226301.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus
WS0904 nodule,JX226198.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226199.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226201.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226202.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226206.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226207.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226208.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226209.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226211.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226212.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226213.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226215.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226217.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226218.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226219.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226221.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226223.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226224.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226225.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226227.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226232.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226234.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226235.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226236.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226239.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226240.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226241.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226244.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226245.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226247.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226248.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226249.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226251.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226252.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226253.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226254.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226256.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226257.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226258.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226259.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226261.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226264.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226266.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226268.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226269.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226271.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226274.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226275.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226276.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226277.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226278.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226279.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226280.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226282.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226283.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226285.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226286.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226288.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226290.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226291.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226292.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226293.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226294.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226296.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226298.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226299.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226300.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226303.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226304.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226305.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226306.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226307.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226308.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge
WS0904 nodule,JX226203.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226214.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226222.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226228.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226231.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226250.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226260.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226263.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226267.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226273.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226289.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226295.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226302.1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified
WS0904 nodule,JX226815.1,Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21_or,Subgroup_21_fa,Subgroup_21_ge
WS0904 nodule,JX226875.1,Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21_or,Subgroup_21_fa,Subgroup_21_ge
WS0904 nodule,JX227019.1,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
WS0904 nodule,JX226904.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17_fa,Subgroup_17_ge
WS0904 nodule,JX226840.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,Subgroup_9_fa,Subgroup_9_ge
WS0904 nodule,JX226865.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,Subgroup_9_fa,Subgroup_9_ge
WS0904 nodule,JX226936.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,Subgroup_9_fa,Subgroup_9_ge
WS0904 nodule,JX226989.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,Subgroup_9_fa,Subgroup_9_ge
WS0904 nodule,JX226993.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,Subgroup_9_fa,Subgroup_9_ge
WS0904 nodule,JX227009.1,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,Subgroup_9_fa,Subgroup_9_ge
WS0904 nodule,JX226816.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0904 nodule,JX226869.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0904 nodule,JX226872.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0904 nodule,JX226873.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0904 nodule,JX226874.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0904 nodule,JX226882.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0904 nodule,JX226883.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0904 nodule,JX227028.1,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,uncultured,uncultured_ge
WS0904 nodule,JX226910.1,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured_ge
WS0904 nodule,JX226827.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX226846.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX226900.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX226913.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX226973.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX226977.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX226984.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX226997.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX227011.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured
WS0904 nodule,JX226911.1,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
WS0904 nodule,JX226935.1,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
WS0904 nodule,JX226925.1,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured_ge
WS0904 nodule,JX226838.1,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge
WS0904 nodule,JX227020.1,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge
WS0904 nodule,JX226817.1,Bacteria,Chloroflexi,KD4-96,KD4-96_or,KD4-96_fa,KD4-96_ge
WS0904 nodule,JX226834.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX226860.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX226864.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX226877.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX226946.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX226966.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX226971.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX226990.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX227023.1,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales_fa,Dadabacteriales_ge
WS0904 nodule,JX226810.1,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales_fa,Babeliales_ge
WS0904 nodule,JX226824.1,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales_fa,Babeliales_ge
WS0904 nodule,JX226831.1,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales_fa,Babeliales_ge
WS0904 nodule,JX226849.1,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales_fa,Babeliales_ge
WS0904 nodule,JX226889.1,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales_fa,Babeliales_ge
WS0904 nodule,JX227026.1,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales_fa,Babeliales_ge
WS0904 nodule,JX226983.1,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae_ge
WS0904 nodule,JX226890.1,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19_fa,PB19_ge
WS0904 nodule,JX226947.1,Bacteria,Desulfobacterota,uncultured,uncultured_or,uncultured_fa,uncultured_ge
WS0904 nodule,JX226892.1,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,BD2-11_terrestrial_group_or,BD2-11_terrestrial_group_fa,BD2-11_terrestrial_group_ge
WS0904 nodule,JX226949.1,Bacteria,Myxococcota,bacteriap25,bacteriap25_or,bacteriap25_fa,bacteriap25_ge
WS0904 nodule,JX226957.1,Bacteria,Myxococcota,bacteriap25,bacteriap25_or,bacteriap25_fa,bacteriap25_ge
WS0904 nodule,JX226931.1,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
WS0904 nodule,JX226897.1,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiales_unclassified,Polyangiales_unclassified
WS0904 nodule,JX226825.1,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
WS0904 nodule,JX226819.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226863.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226867.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226879.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
WS0904 nodule,JX226894.1,Bacteria,NB1-j,NB1-j_cl,NB1-j_or,NB1-j_fa,NB1-j_ge
